Area_sqft,Bedrooms,Bathroom,Location_Type,House_Type,State,City,Price
1577,2,4,Urban,Villa,Madhya Pradesh,Bhopal,5142278
4305,2,2,Semiurban,Duplex,West Bengal,Durgapur,12100800
1312,5,1,Urban,Apartment,Bihar,Muzaffarpur,4574071
1402,1,2,Semiurban,Villa,Uttar Pradesh,Lucknow,4556644
3661,1,5,Semiurban,Villa,Bihar,Patna,10619611
1997,2,2,Rural,Villa,Rajasthan,Jaipur,6161393
2234,5,4,Rural,Villa,Bihar,Bhagalpur,7820081
734,5,3,Rural,Villa,Uttar Pradesh,Agra,3866631
4416,4,5,Rural,Apartment,Bihar,Gaya,13092263
1905,2,5,Semiurban,Villa,Uttar Pradesh,Lucknow,6246113
997,4,4,Rural,Apartment,West Bengal,Durgapur,4373109
4420,1,2,Rural,Duplex,Maharashtra,Nashik,12151477
4068,1,2,Semiurban,Duplex,Madhya Pradesh,Bhopal,11178730
837,4,5,Rural,Duplex,West Bengal,Siliguri,4166281
1202,2,4,Urban,Apartment,Rajasthan,Udaipur,4115064
3958,5,3,Rural,Duplex,Delhi (UT),Delhi,11957471
946,4,2,Rural,Duplex,Gujarat,Vadodara,4241174
2848,3,4,Urban,Villa,Rajasthan,Jaipur,8631338
4409,4,2,Urban,Apartment,West Bengal,Howrah,12446906
1974,4,2,Semiurban,Duplex,West Bengal,Kolkata,6520881
3498,5,5,Semiurban,Duplex,Uttar Pradesh,Varanasi,11137738
3601,2,3,Urban,Apartment,Tamil Nadu,Coimbatore,10041900
1254,1,3,Urban,Villa,Gujarat,Rajkot,4166791
1783,3,3,Rural,Duplex,Karnataka,Mangalore,6071224
2117,5,5,Rural,Villa,Delhi (UT),Delhi,7563365
4315,5,2,Semiurban,Villa,Bihar,Bhagalpur,12406996
2023,4,5,Rural,Duplex,Gujarat,Surat,7339757
898,1,4,Rural,Duplex,Gujarat,Surat,3605354
2661,2,2,Semiurban,Villa,Rajasthan,Udaipur,7909636
1357,1,1,Semiurban,Apartment,Bihar,Muzaffarpur,4142466
4485,4,2,Urban,Villa,Uttar Pradesh,Varanasi,12505460
752,3,1,Rural,Duplex,Karnataka,Hubli,3208555
1571,5,2,Semiurban,Duplex,Madhya Pradesh,Indore,5713752
1161,5,3,Urban,Villa,Delhi (UT),Delhi,4774204
2907,1,4,Urban,Apartment,Karnataka,Hubli,8241322
3855,1,5,Urban,Apartment,Karnataka,Hubli,10723806
948,1,4,Urban,Apartment,Madhya Pradesh,Gwalior,3530917
3003,5,4,Semiurban,Duplex,Tamil Nadu,Salem,9695643
4304,5,5,Urban,Duplex,West Bengal,Kolkata,12975318
4177,1,2,Rural,Villa,Gujarat,Rajkot,11368822
1633,2,4,Urban,Villa,Karnataka,Mysuru,5394893
1549,4,5,Rural,Villa,Karnataka,Bengaluru,5980028
4692,2,2,Urban,Duplex,Uttar Pradesh,Varanasi,12856336
3535,2,5,Rural,Villa,Karnataka,Mangalore,10427203
2781,3,4,Semiurban,Apartment,Bihar,Gaya,8325014
3508,5,3,Urban,Apartment,Tamil Nadu,Chennai,10537228
693,3,4,Urban,Apartment,Uttar Pradesh,Varanasi,3184696
2616,5,3,Semiurban,Villa,Delhi (UT),Delhi,8369128
2489,2,2,Rural,Apartment,Karnataka,Mysuru,7304158
2847,4,2,Rural,Apartment,Delhi (UT),Delhi,8742896
4489,1,1,Rural,Villa,Tamil Nadu,Coimbatore,12037709
3706,1,1,Urban,Duplex,Uttar Pradesh,Noida,10201525
4170,2,5,Urban,Duplex,Maharashtra,Aurangabad,12163637
4169,1,5,Urban,Villa,West Bengal,Siliguri,11826068
3903,1,2,Semiurban,Duplex,Maharashtra,Pune,10709075
3784,5,1,Semiurban,Duplex,Uttar Pradesh,Agra,11245648
2378,4,5,Urban,Apartment,Uttar Pradesh,Kanpur,7611292
1520,3,3,Semiurban,Apartment,Gujarat,Ahmedabad,5054136
2020,3,4,Rural,Villa,Tamil Nadu,Madurai,6731815
4880,1,3,Semiurban,Apartment,Madhya Pradesh,Indore,13217574
1974,1,4,Rural,Duplex,Karnataka,Bengaluru,6446776
1049,3,5,Urban,Villa,Bihar,Muzaffarpur,4295259
2833,1,2,Urban,Duplex,Karnataka,Mangalore,8040530
718,1,1,Semiurban,Duplex,Delhi (UT),Delhi,2593938
778,1,1,Rural,Duplex,Rajasthan,Udaipur,3101908
4355,4,1,Urban,Villa,Bihar,Gaya,12325644
1752,3,5,Rural,Villa,Madhya Pradesh,Indore,6316354
1299,5,4,Semiurban,Apartment,Tamil Nadu,Chennai,5134102
4997,5,4,Semiurban,Villa,Uttar Pradesh,Kanpur,14531983
4046,3,2,Urban,Villa,Delhi (UT),Delhi,11414683
1630,4,1,Urban,Duplex,Uttar Pradesh,Kanpur,5357827
4027,3,3,Rural,Villa,West Bengal,Howrah,11785371
2000,5,2,Semiurban,Apartment,Gujarat,Vadodara,6603514
4804,2,4,Semiurban,Duplex,Maharashtra,Nashik,13499677
2676,5,1,Semiurban,Apartment,Tamil Nadu,Madurai,8207535
2395,5,4,Urban,Duplex,Bihar,Bhagalpur,7932485
3337,2,1,Rural,Apartment,Delhi (UT),Delhi,9291248
4222,1,4,Semiurban,Villa,Madhya Pradesh,Bhopal,11797617
2194,4,3,Rural,Duplex,Bihar,Muzaffarpur,7359602
4581,1,4,Semiurban,Villa,Rajasthan,Udaipur,12678335
2909,2,3,Urban,Apartment,Madhya Pradesh,Indore,8245544
3149,2,4,Urban,Duplex,West Bengal,Howrah,9468103
4527,5,3,Urban,Duplex,Karnataka,Bengaluru,13126855
2569,3,5,Semiurban,Apartment,Uttar Pradesh,Kanpur,8189414
996,3,1,Rural,Apartment,Tamil Nadu,Salem,3625230
3127,5,4,Semiurban,Apartment,Bihar,Bhagalpur,9757354
2714,1,5,Semiurban,Duplex,West Bengal,Kolkata,8227299
675,3,3,Urban,Villa,Bihar,Patna,3068276
974,3,1,Semiurban,Apartment,Uttar Pradesh,Agra,3430841
640,3,1,Semiurban,Apartment,Karnataka,Mysuru,2779338
4324,4,5,Semiurban,Apartment,Tamil Nadu,Coimbatore,12745514
2350,5,3,Urban,Apartment,Rajasthan,Kota,7666945
2893,2,1,Semiurban,Apartment,Tamil Nadu,Salem,8039315
1551,2,2,Rural,Apartment,Maharashtra,Nagpur,4940300
2479,2,2,Urban,Villa,Karnataka,Bengaluru,7112907
1051,3,5,Rural,Apartment,West Bengal,Durgapur,4474526
2066,4,5,Rural,Duplex,Maharashtra,Aurangabad,7505973
2542,4,1,Urban,Villa,Gujarat,Rajkot,7587993
1442,2,5,Urban,Apartment,Madhya Pradesh,Bhopal,4935301
3394,4,3,Semiurban,Duplex,Karnataka,Mysuru,10398860
4633,4,2,Rural,Villa,West Bengal,Howrah,13351592
3476,3,1,Urban,Duplex,Rajasthan,Udaipur,9861754
1207,2,5,Urban,Apartment,Bihar,Patna,4378607
3808,4,4,Urban,Villa,Tamil Nadu,Coimbatore,11165608
4150,4,5,Semiurban,Apartment,Bihar,Muzaffarpur,12236297
4928,5,2,Semiurban,Apartment,Rajasthan,Jodhpur,14084411
2934,5,1,Rural,Villa,Rajasthan,Udaipur,9053253
4169,1,1,Semiurban,Villa,Uttar Pradesh,Kanpur,11336218
1549,3,5,Urban,Apartment,Bihar,Bhagalpur,5307039
2609,4,2,Urban,Apartment,Gujarat,Surat,7910563
2985,2,3,Rural,Villa,Karnataka,Hubli,8898496
4519,2,1,Rural,Duplex,West Bengal,Kolkata,12497840
3128,5,1,Urban,Apartment,Gujarat,Surat,9124855
4749,2,1,Urban,Duplex,Bihar,Gaya,12807406
1492,3,4,Semiurban,Duplex,Tamil Nadu,Coimbatore,5606700
1903,4,4,Semiurban,Villa,West Bengal,Durgapur,6547802
1398,3,4,Rural,Duplex,Rajasthan,Jaipur,5502944
3969,1,2,Urban,Villa,Rajasthan,Jaipur,10620703
1242,2,1,Rural,Duplex,Bihar,Gaya,4429517
3362,1,1,Urban,Apartment,West Bengal,Siliguri,8922458
2248,1,3,Semiurban,Apartment,Uttar Pradesh,Kanpur,6443153
3270,5,5,Semiurban,Duplex,Maharashtra,Aurangabad,10359208
3205,4,2,Rural,Apartment,Gujarat,Rajkot,9584250
2485,4,1,Rural,Duplex,Karnataka,Bengaluru,7971618
4399,2,1,Urban,Apartment,Tamil Nadu,Madurai,11649160
1333,3,5,Semiurban,Apartment,Bihar,Patna,5109702
2803,5,1,Urban,Apartment,Tamil Nadu,Madurai,8471895
3935,2,1,Rural,Villa,Gujarat,Rajkot,10831488
2808,2,2,Semiurban,Villa,West Bengal,Kolkata,8261372
4588,4,1,Semiurban,Villa,Delhi (UT),Delhi,12880403
930,1,1,Urban,Villa,Uttar Pradesh,Noida,2868879
1461,2,3,Rural,Villa,Uttar Pradesh,Noida,5089197
2947,1,2,Urban,Duplex,Gujarat,Rajkot,8194646
4207,3,4,Urban,Duplex,West Bengal,Siliguri,12135870
3616,5,5,Rural,Duplex,Delhi (UT),Delhi,11542081
3041,4,4,Urban,Duplex,Tamil Nadu,Chennai,9574842
2715,5,5,Semiurban,Apartment,Rajasthan,Udaipur,8857107
1643,5,5,Urban,Apartment,Gujarat,Rajkot,6109285
3910,2,1,Urban,Apartment,Rajasthan,Kota,10511907
4833,3,5,Urban,Apartment,Maharashtra,Nashik,13640015
4532,5,3,Semiurban,Villa,Maharashtra,Pune,13212519
4936,1,3,Rural,Duplex,Bihar,Bhagalpur,13720212
3700,3,2,Semiurban,Villa,Tamil Nadu,Salem,10724201
2292,4,1,Rural,Duplex,Tamil Nadu,Chennai,7211989
2487,3,1,Rural,Duplex,Karnataka,Hubli,7479859
1195,1,2,Semiurban,Duplex,Delhi (UT),Delhi,4027579
3122,5,3,Rural,Villa,Madhya Pradesh,Indore,9646855
1056,5,3,Rural,Apartment,Rajasthan,Udaipur,4655750
1990,2,5,Rural,Apartment,Uttar Pradesh,Noida,6666782
1837,1,2,Rural,Villa,Gujarat,Vadodara,5746436
3157,4,1,Urban,Duplex,Gujarat,Rajkot,9182655
757,5,5,Semiurban,Duplex,Uttar Pradesh,Noida,4257352
4521,3,2,Urban,Villa,Madhya Pradesh,Jabalpur,12509429
4764,2,1,Rural,Duplex,Maharashtra,Pune,13104287
3642,1,1,Urban,Apartment,Maharashtra,Mumbai,9673695
3835,3,4,Urban,Apartment,Bihar,Patna,11045261
4520,2,3,Semiurban,Apartment,Karnataka,Mangalore,12479524
2734,5,1,Rural,Duplex,Uttar Pradesh,Agra,8760128
2460,2,1,Semiurban,Apartment,Delhi (UT),Delhi,7046819
1860,4,5,Semiurban,Duplex,West Bengal,Durgapur,6816407
2583,5,5,Semiurban,Villa,Uttar Pradesh,Varanasi,8596224
2419,5,2,Rural,Villa,Madhya Pradesh,Jabalpur,7868448
3513,5,2,Rural,Duplex,Madhya Pradesh,Jabalpur,10837883
4367,5,1,Semiurban,Villa,Maharashtra,Mumbai,12562538
4404,2,4,Rural,Apartment,Rajasthan,Jaipur,12523878
649,5,4,Semiurban,Villa,Delhi (UT),Delhi,3601617
4733,3,3,Urban,Apartment,Gujarat,Ahmedabad,13211606
3882,1,1,Semiurban,Duplex,Delhi (UT),Delhi,10697836
2460,4,3,Urban,Apartment,Tamil Nadu,Coimbatore,7633452
2595,3,2,Urban,Apartment,Bihar,Muzaffarpur,7496935
3493,3,4,Semiurban,Duplex,Rajasthan,Kota,10403447
3141,3,4,Urban,Apartment,Maharashtra,Nashik,9299323
2128,1,3,Semiurban,Duplex,Delhi (UT),Delhi,6580809
2240,5,2,Rural,Duplex,Delhi (UT),Delhi,7485403
1301,3,3,Urban,Duplex,Karnataka,Hubli,4627819
3576,2,4,Semiurban,Apartment,Tamil Nadu,Salem,10131311
4642,4,2,Rural,Villa,Uttar Pradesh,Kanpur,13376691
1108,4,2,Semiurban,Duplex,Delhi (UT),Delhi,4543164
4388,3,2,Semiurban,Apartment,Maharashtra,Nashik,12127334
4459,2,3,Rural,Villa,Maharashtra,Nashik,12411676
3902,3,2,Urban,Apartment,Maharashtra,Nagpur,11012980
3065,2,5,Semiurban,Villa,Maharashtra,Pune,9357538
3574,4,2,Urban,Villa,Maharashtra,Mumbai,10301196
3403,4,1,Rural,Villa,Karnataka,Mysuru,10035661
927,1,5,Rural,Duplex,Rajasthan,Udaipur,4015062
759,3,3,Semiurban,Duplex,Tamil Nadu,Chennai,3635007
2196,4,4,Semiurban,Duplex,Maharashtra,Nashik,7335499
2426,4,2,Rural,Apartment,Maharashtra,Mumbai,7462451
2327,5,1,Semiurban,Duplex,Uttar Pradesh,Lucknow,7576481
3500,4,1,Semiurban,Villa,Gujarat,Ahmedabad,10046014
800,2,3,Urban,Villa,West Bengal,Kolkata,3296368
3773,4,2,Urban,Villa,Tamil Nadu,Chennai,10905056
4771,5,2,Urban,Villa,Madhya Pradesh,Jabalpur,13480882
1681,2,5,Urban,Villa,Delhi (UT),Delhi,5779404
4849,2,1,Rural,Villa,Tamil Nadu,Salem,13125728
4078,3,1,Urban,Apartment,Delhi (UT),Delhi,11156223
1534,1,3,Urban,Duplex,Uttar Pradesh,Varanasi,4955228
1424,2,4,Semiurban,Duplex,Uttar Pradesh,Varanasi,5247028
644,3,3,Semiurban,Villa,Karnataka,Hubli,3210499
1895,3,4,Rural,Apartment,West Bengal,Howrah,6407139
2436,2,2,Urban,Apartment,Rajasthan,Kota,7003866
1246,1,4,Rural,Villa,Uttar Pradesh,Lucknow,4584445
3700,5,5,Rural,Villa,Karnataka,Bengaluru,11474384
1951,5,3,Semiurban,Duplex,Maharashtra,Pune,6953984
2071,4,3,Rural,Villa,Karnataka,Mangalore,7069092
1017,1,3,Urban,Apartment,Bihar,Patna,3370518
3811,2,4,Rural,Duplex,Maharashtra,Mumbai,11180848
4057,4,2,Urban,Duplex,Madhya Pradesh,Bhopal,11621531
1251,3,3,Semiurban,Apartment,Uttar Pradesh,Noida,4433961
3578,4,4,Semiurban,Apartment,Karnataka,Bengaluru,10550674
1600,5,3,Urban,Duplex,West Bengal,Kolkata,5788933
2386,5,1,Semiurban,Apartment,Madhya Pradesh,Jabalpur,7509394
3237,1,1,Urban,Duplex,Delhi (UT),Delhi,8761809
2855,4,1,Semiurban,Apartment,Gujarat,Surat,8384765
1180,2,2,Urban,Apartment,Uttar Pradesh,Agra,3744616
4852,4,1,Semiurban,Apartment,Rajasthan,Kota,13385883
1049,1,2,Semiurban,Duplex,Rajasthan,Kota,3765781
4340,4,3,Semiurban,Villa,West Bengal,Kolkata,12511655
1887,1,5,Rural,Apartment,Uttar Pradesh,Noida,5976164
1972,1,3,Urban,Apartment,Uttar Pradesh,Agra,5792789
3701,5,4,Urban,Villa,Bihar,Muzaffarpur,11145702
4641,2,3,Rural,Apartment,Delhi (UT),Delhi,12844648
2169,2,2,Rural,Villa,Gujarat,Rajkot,6735653
4224,3,2,Semiurban,Villa,Gujarat,Vadodara,11954876
4437,3,5,Semiurban,Villa,Uttar Pradesh,Agra,13024024
2624,4,3,Urban,Villa,Tamil Nadu,Chennai,8250702
3288,3,2,Urban,Duplex,Bihar,Muzaffarpur,9479881
1936,2,2,Semiurban,Apartment,Uttar Pradesh,Lucknow,5741270
1502,2,5,Semiurban,Duplex,Uttar Pradesh,Lucknow,5377041
977,3,4,Rural,Duplex,Bihar,Gaya,4354050
4385,5,3,Semiurban,Apartment,Gujarat,Rajkot,12732913
2614,2,4,Semiurban,Duplex,Gujarat,Ahmedabad,8009158
1104,3,3,Rural,Villa,Delhi (UT),Delhi,4234201
850,1,5,Semiurban,Duplex,Rajasthan,Jaipur,3691968
2346,3,4,Rural,Villa,West Bengal,Kolkata,7710999
1016,3,1,Semiurban,Villa,Rajasthan,Udaipur,3708051
1146,4,1,Semiurban,Villa,Maharashtra,Nagpur,4252631
4518,4,3,Rural,Villa,Bihar,Gaya,13096309
3535,5,1,Rural,Apartment,Uttar Pradesh,Kanpur,10398285
4781,2,4,Rural,Duplex,Delhi (UT),Delhi,13626225
2891,5,3,Urban,Villa,Karnataka,Bengaluru,8987050
3982,5,2,Rural,Duplex,Karnataka,Mangalore,12044303
2298,4,4,Semiurban,Duplex,Karnataka,Hubli,7613366
2155,2,3,Rural,Villa,West Bengal,Howrah,6800714
4693,2,3,Rural,Villa,Rajasthan,Jodhpur,13271491
4612,1,2,Urban,Villa,Bihar,Muzaffarpur,12347537
2958,1,2,Rural,Duplex,Madhya Pradesh,Jabalpur,8418429
2226,5,5,Rural,Villa,Bihar,Gaya,7821548
1724,5,3,Urban,Apartment,Uttar Pradesh,Agra,5911981
2171,1,5,Semiurban,Apartment,Maharashtra,Nagpur,6783688
985,2,2,Semiurban,Villa,Tamil Nadu,Coimbatore,3470265
3106,5,1,Rural,Duplex,Tamil Nadu,Chennai,9668965
4664,1,5,Semiurban,Duplex,Gujarat,Vadodara,13159923
4637,5,1,Rural,Apartment,Bihar,Bhagalpur,13135845
1721,4,1,Rural,Apartment,Uttar Pradesh,Lucknow,5782785
1376,4,1,Rural,Apartment,Maharashtra,Mumbai,4737906
2439,4,4,Urban,Apartment,Madhya Pradesh,Bhopal,7803036
3514,1,5,Semiurban,Duplex,Madhya Pradesh,Indore,10250583
3406,4,3,Rural,Villa,Tamil Nadu,Madurai,10173850
3340,3,5,Rural,Duplex,Tamil Nadu,Salem,10269692
2966,4,5,Semiurban,Villa,Madhya Pradesh,Indore,9392878
4980,2,3,Urban,Villa,Bihar,Patna,13556398
4073,4,1,Urban,Villa,Rajasthan,Kota,11349966
3173,1,5,Rural,Villa,Rajasthan,Kota,9326613
2318,4,4,Urban,Apartment,Rajasthan,Udaipur,7353890
2579,5,2,Rural,Villa,Gujarat,Ahmedabad,8226457
1608,2,4,Semiurban,Villa,Gujarat,Surat,5402052
2503,1,3,Semiurban,Apartment,Bihar,Muzaffarpur,7369613
2145,2,2,Semiurban,Villa,West Bengal,Howrah,6536882
1235,3,2,Rural,Villa,Delhi (UT),Delhi,4442219
2789,4,4,Rural,Duplex,Maharashtra,Nashik,8920883
4039,2,1,Rural,Apartment,Tamil Nadu,Madurai,11086778
3260,5,2,Rural,Apartment,West Bengal,Siliguri,9794947
3834,2,4,Rural,Apartment,Madhya Pradesh,Bhopal,10973239
1839,3,5,Rural,Villa,Karnataka,Mysuru,6357222
1095,1,2,Semiurban,Apartment,Madhya Pradesh,Indore,3668072
1407,1,3,Urban,Villa,Bihar,Gaya,4481738
3980,4,5,Semiurban,Villa,Delhi (UT),Delhi,12083644
3057,2,5,Urban,Apartment,Madhya Pradesh,Indore,8988855
1239,3,5,Urban,Duplex,Madhya Pradesh,Bhopal,5043627
1406,3,2,Rural,Apartment,Gujarat,Surat,4904373
2787,4,5,Semiurban,Apartment,Karnataka,Hubli,8728359
2606,3,3,Rural,Duplex,West Bengal,Durgapur,8127562
3891,2,1,Rural,Apartment,Uttar Pradesh,Noida,10754288
1550,1,2,Rural,Duplex,Madhya Pradesh,Gwalior,5059239
3856,3,5,Urban,Villa,Bihar,Gaya,11374756
3870,3,4,Urban,Apartment,Uttar Pradesh,Noida,10986343
1595,4,4,Urban,Villa,Gujarat,Vadodara,5776123
2723,5,5,Semiurban,Villa,Karnataka,Bengaluru,9035676
4134,1,5,Semiurban,Apartment,Maharashtra,Mumbai,11491483
1742,5,5,Rural,Duplex,Karnataka,Bengaluru,6880992
4233,4,4,Rural,Apartment,Tamil Nadu,Salem,12483367
3249,1,5,Semiurban,Duplex,Uttar Pradesh,Kanpur,9582178
1573,4,4,Semiurban,Villa,Maharashtra,Nashik,5836792
3811,4,1,Urban,Villa,Madhya Pradesh,Indore,10887674
2998,5,3,Rural,Duplex,Delhi (UT),Delhi,9628641
2656,3,4,Semiurban,Apartment,Karnataka,Mysuru,8217450
4430,3,5,Rural,Duplex,Bihar,Muzaffarpur,12958589
2399,3,4,Rural,Apartment,Tamil Nadu,Salem,7762568
1258,1,3,Urban,Apartment,Delhi (UT),Delhi,4163550
3627,4,2,Rural,Villa,Rajasthan,Kota,10565008
737,2,3,Semiurban,Villa,Madhya Pradesh,Gwalior,3007651
3823,2,5,Urban,Duplex,Madhya Pradesh,Indore,11092145
1430,1,2,Rural,Duplex,Tamil Nadu,Chennai,4744513
4451,3,1,Urban,Villa,Bihar,Muzaffarpur,12277824
4534,3,1,Rural,Duplex,Uttar Pradesh,Kanpur,12722180
1330,1,3,Rural,Duplex,Gujarat,Vadodara,4650514
2336,3,1,Urban,Villa,Tamil Nadu,Salem,7078718
3535,2,3,Semiurban,Villa,Maharashtra,Pune,10219479
4846,1,1,Urban,Duplex,West Bengal,Kolkata,12829615
3373,4,2,Rural,Duplex,West Bengal,Siliguri,10267960
3976,3,2,Urban,Apartment,Madhya Pradesh,Indore,10948043
1888,3,5,Rural,Duplex,Madhya Pradesh,Bhopal,6798842
3239,2,2,Semiurban,Duplex,Karnataka,Mangalore,9468512
4714,1,5,Semiurban,Duplex,Bihar,Patna,13172218
2084,4,1,Urban,Apartment,Madhya Pradesh,Indore,6363101
4332,2,1,Urban,Villa,Uttar Pradesh,Varanasi,11731055
2019,1,2,Rural,Apartment,Gujarat,Rajkot,5826078
3414,5,4,Semiurban,Duplex,West Bengal,Howrah,10812574
1417,1,2,Rural,Duplex,West Bengal,Kolkata,4705819
3666,4,4,Semiurban,Duplex,Uttar Pradesh,Varanasi,10995092
1108,3,2,Semiurban,Duplex,Delhi (UT),Delhi,4092374
2705,2,5,Rural,Villa,Karnataka,Mysuru,8398470
1715,1,1,Urban,Duplex,West Bengal,Howrah,5090359
3961,1,1,Rural,Duplex,West Bengal,Kolkata,10852180
2168,5,4,Urban,Duplex,Maharashtra,Mumbai,7571285
1124,3,5,Semiurban,Apartment,Bihar,Bhagalpur,4575400
3350,2,1,Rural,Apartment,Delhi (UT),Delhi,9202034
3510,2,2,Urban,Duplex,Maharashtra,Pune,9905300
1002,3,3,Urban,Duplex,Maharashtra,Mumbai,4098977
1327,4,3,Urban,Villa,Uttar Pradesh,Agra,4927749
686,4,1,Semiurban,Duplex,Madhya Pradesh,Bhopal,3088904
807,5,1,Urban,Villa,Karnataka,Mangalore,3574668
926,5,5,Rural,Duplex,Maharashtra,Nagpur,4584681
3246,2,5,Urban,Apartment,Madhya Pradesh,Indore,9460284
1447,2,2,Urban,Villa,Uttar Pradesh,Noida,4524031
2370,5,4,Rural,Apartment,Tamil Nadu,Chennai,7923737
2854,5,4,Urban,Duplex,Uttar Pradesh,Lucknow,9279613
2302,3,2,Urban,Apartment,Bihar,Muzaffarpur,6919146
4230,5,3,Semiurban,Villa,Tamil Nadu,Madurai,12457248
3973,1,3,Urban,Villa,Madhya Pradesh,Jabalpur,10948953
1429,1,3,Urban,Apartment,Delhi (UT),Delhi,4404621
4862,1,4,Rural,Apartment,Delhi (UT),Delhi,13451524
3211,4,3,Rural,Apartment,Gujarat,Vadodara,9748908
3827,4,4,Rural,Villa,Uttar Pradesh,Varanasi,11407835
4921,1,4,Urban,Villa,West Bengal,Howrah,13302721
1298,2,3,Rural,Apartment,West Bengal,Howrah,4474965
1293,1,1,Urban,Duplex,Uttar Pradesh,Varanasi,4070234
4192,1,5,Urban,Apartment,Gujarat,Vadodara,11711092
4198,3,5,Rural,Duplex,Tamil Nadu,Coimbatore,12514164
2241,1,3,Rural,Villa,Maharashtra,Pune,6709918
2447,4,5,Urban,Villa,Maharashtra,Nagpur,8093240
4936,4,2,Semiurban,Duplex,Rajasthan,Jaipur,13860004
1569,5,1,Semiurban,Duplex,Gujarat,Surat,5514810
2664,1,5,Rural,Apartment,West Bengal,Durgapur,8036701
3535,3,3,Rural,Duplex,Karnataka,Mangalore,10624176
2288,1,3,Urban,Duplex,Maharashtra,Mumbai,6942288
3788,1,3,Urban,Duplex,West Bengal,Howrah,10631612
2001,1,2,Semiurban,Apartment,Bihar,Patna,5965203
2275,1,2,Semiurban,Duplex,Gujarat,Surat,6637462
2843,2,3,Urban,Duplex,Uttar Pradesh,Varanasi,8447084
2462,2,5,Semiurban,Villa,Tamil Nadu,Coimbatore,7665504
1237,5,4,Semiurban,Villa,Uttar Pradesh,Varanasi,5160902
1272,2,3,Rural,Apartment,Madhya Pradesh,Bhopal,4451811
2413,3,5,Urban,Apartment,Rajasthan,Udaipur,7616003
3858,3,4,Semiurban,Duplex,Karnataka,Bengaluru,11495507
1639,4,1,Semiurban,Apartment,Gujarat,Surat,5313545
2920,1,4,Urban,Duplex,West Bengal,Siliguri,8551836
3388,1,4,Urban,Apartment,Madhya Pradesh,Indore,9438974
4130,2,2,Semiurban,Duplex,Uttar Pradesh,Kanpur,11560507
4809,4,3,Semiurban,Apartment,Rajasthan,Jodhpur,13660706
4648,4,2,Rural,Villa,Madhya Pradesh,Indore,13155689
2453,2,3,Semiurban,Duplex,Rajasthan,Jodhpur,7678610
4578,5,5,Semiurban,Apartment,Gujarat,Rajkot,13428299
2667,3,4,Rural,Duplex,Rajasthan,Jodhpur,8505992
3787,5,3,Urban,Villa,Maharashtra,Mumbai,11280020
2479,5,4,Urban,Villa,Madhya Pradesh,Gwalior,8023713
3148,4,3,Urban,Apartment,Bihar,Muzaffarpur,9212043
1217,1,5,Semiurban,Apartment,Madhya Pradesh,Indore,4251752
3381,1,5,Semiurban,Apartment,Maharashtra,Nagpur,9721402
3761,5,1,Semiurban,Villa,Gujarat,Vadodara,11072546
1189,5,4,Rural,Apartment,Rajasthan,Jaipur,5020732
2779,5,2,Urban,Duplex,Madhya Pradesh,Bhopal,8671454
2368,4,2,Rural,Apartment,Gujarat,Surat,7365172
4994,2,2,Rural,Apartment,Delhi (UT),Delhi,13596037
4804,3,2,Urban,Duplex,Bihar,Bhagalpur,13399542
2710,1,5,Semiurban,Villa,Bihar,Bhagalpur,8086699
1128,1,1,Semiurban,Villa,Tamil Nadu,Chennai,3485962
3035,2,4,Semiurban,Villa,Delhi (UT),Delhi,9154654
1668,3,1,Urban,Villa,Uttar Pradesh,Noida,5205022
1097,2,4,Rural,Duplex,Karnataka,Hubli,4441029
2640,3,2,Rural,Villa,Bihar,Muzaffarpur,8076629
649,4,3,Semiurban,Villa,Madhya Pradesh,Gwalior,3339011
3940,3,1,Rural,Villa,Maharashtra,Nagpur,11142615
2208,3,3,Urban,Duplex,Madhya Pradesh,Jabalpur,6987321
1418,3,1,Urban,Duplex,West Bengal,Durgapur,4792350
2027,5,1,Rural,Apartment,Gujarat,Ahmedabad,6489719
873,2,1,Urban,Duplex,Uttar Pradesh,Kanpur,3317176
1077,1,3,Urban,Apartment,Madhya Pradesh,Bhopal,3562988
2189,4,5,Semiurban,Duplex,Bihar,Patna,7437245
1002,3,5,Urban,Villa,Bihar,Gaya,4105414
678,1,2,Urban,Villa,Karnataka,Bengaluru,2578964
2927,5,3,Rural,Duplex,Bihar,Muzaffarpur,9540013
3598,2,4,Urban,Apartment,Bihar,Gaya,10289887
627,1,5,Urban,Villa,Madhya Pradesh,Gwalior,2917582
1182,5,5,Urban,Apartment,Delhi (UT),Delhi,4850450
1002,2,4,Rural,Villa,Tamil Nadu,Salem,4067840
2326,1,2,Semiurban,Apartment,Karnataka,Bengaluru,6638408
2772,3,2,Urban,Duplex,Gujarat,Vadodara,8223947
1639,5,1,Urban,Apartment,Maharashtra,Nashik,5605892
3256,1,3,Semiurban,Duplex,Gujarat,Ahmedabad,9306554
3888,5,1,Rural,Villa,Karnataka,Bengaluru,11325413
4011,4,3,Semiurban,Villa,Tamil Nadu,Madurai,11616754
3461,4,1,Urban,Apartment,Delhi (UT),Delhi,9718106
2659,4,5,Urban,Apartment,Gujarat,Rajkot,8443400
4564,3,2,Rural,Duplex,West Bengal,Howrah,12927091
4437,1,1,Rural,Duplex,Maharashtra,Nashik,12125207
2901,1,2,Rural,Apartment,Rajasthan,Udaipur,8088612
3958,4,2,Rural,Villa,West Bengal,Howrah,11448654
